s070.align.1.msl 10 8 -2
s071.align.1.msl 8 4 -4
s072.align.1.msl 6 8 2
s073.align.1.msl 6 6 0
s074.align.1.msl 8 8 0
s075.align.1.msl 8 8 0
s076.align.1.msl 10 10 0
s077.align.1.msl 8 8 0
s078.align.1.msl 6 6 0
s079.align.1.msl 6 6 0
s080.align.1.msl 8 8 0
s081.align.1.msl 6 6 0
s082.align.1.msl 12 10 -2
s083.align.1.msl 6 6 0
s084.align.1.msl 10 10 0
s085.align.1.msl 10 8 -2
s086.align.1.msl 6 6 0
s087.align.1.msl 6 6 0
s088.align.1.msl 6 4 -2
s089.align.1.msl 8 8 0
s090.align.1.msl 4 4 0
s091.align.1.msl 4 4 0
s092.align.1.msl 8 10 2
s093.align.1.msl 6 6 0
s094.align.1.msl 6 6 0
s095.align.1.msl 6 6 0
s096.align.1.msl 4 4 0
s097.align.1.msl 8 8 0
s098.align.1.msl 10 10 0
s099.align.1.msl 10 10 0
s100.align.1.msl 6 6 0
s101.align.1.msl 2 2 0
s102.align.1.msl 6 6 0
s103.align.1.msl 8 8 0
s104.align.1.msl 8 8 0
s105.align.1.msl 6 6 0
s106.align.1.msl 10 10 0
s107.align.1.msl 4 6 2
s108.align.1.msl 10 8 -2
s109.align.1.msl 6 6 0
s110.align.1.msl 8 6 -2
s111.align.1.msl 6 6 0
s112.align.1.msl 10 10 0
s113.align.1.msl 8 8 0
s114.align.1.msl 6 6 0
s115.align.1.msl 6 8 2
s116.align.1.msl 8 8 0
s117.align.1.msl 6 4 -2
s118.align.1.msl 8 8 0
s119.align.1.msl 6 6 0
s120.align.1.msl 6 6 0
s121.align.1.msl 6 4 -2
s122.align.1.msl 8 8 0
s123.align.1.msl 18 18 0
s124.align.1.msl 4 4 0
s125.align.1.msl 10 10 0
s126.align.1.msl 4 6 2
s127.align.1.msl 8 8 0
s128.align.1.msl 6 6 0
s129.align.1.msl 8 8 0
s130.align.1.msl 10 10 0
s131.align.1.msl 6 6 0
s132.align.1.msl 8 8 0
s133.align.1.msl 10 10 0
s134.align.1.msl 12 10 -2
s135.align.1.msl 8 8 0
s136.align.1.msl 8 4 -4
s137.align.1.msl 6 8 2
s138.align.1.msl 8 6 -2
s139.align.1.msl 4 4 0
s140.align.1.msl 6 6 0
s141.align.1.msl 14 12 -2
s142.align.1.msl 14 12 -2
s143.align.1.msl 6 6 0
s144.align.1.msl 2 4 2
s145.align.1.msl 12 12 0
s146.align.1.msl 6 10 4
s147.align.1.msl 0 0 0
s148.align.1.msl 12 12 0
s149.align.1.msl 10 10 0
s150.align.1.msl 12 12 0
s151.align.1.msl 6 6 0
s152.align.1.msl 10 10 0
s153.align.1.msl 4 4 0
s154.align.1.msl 4 4 0
s155.align.1.msl 8 6 -2
s156.align.1.msl 16 8 -8
s157.align.1.msl 8 8 0
s158.align.1.msl 10 10 0
s159.align.1.msl 6 6 0
s160.align.1.msl 6 6 0
s161.align.1.msl 10 6 -4
s162.align.1.msl 8 8 0
s163.align.1.msl 4 4 0
s164.align.1.msl 12 12 0
s165.align.1.msl 8 8 0
s166.align.1.msl 4 4 0
s167.align.1.msl 10 10 0
s168.align.1.msl 6 6 0
s169.align.1.msl 8 8 0
s170.align.1.msl 4 4 0
s171.align.1.msl 10 10 0
s172.align.1.msl 10 10 0
s173.align.1.msl 10 10 0
s174.align.1.msl 10 10 0
s175.align.1.msl 4 4 0
s176.align.1.msl 8 8 0
s177.align.1.msl 6 6 0
s178.align.1.msl 10 10 0
s179.align.1.msl 4 4 0
s180.align.1.msl 6 6 0
s181.align.1.msl 10 10 0
s182.align.1.msl 14 12 -2
s183.align.1.msl 6 6 0
s184.align.1.msl 6 8 2
s185.align.1.msl 10 10 0
s186.align.1.msl 12 12 0
s187.align.1.msl 8 8 0
s188.align.1.msl 10 10 0
s189.align.1.msl 6 6 0
s190.align.1.msl 6 6 0
s191.align.1.msl 4 4 0
s192.align.1.msl 4 4 0
s193.align.1.msl 4 4 0
s194.align.1.msl 8 8 0
s195.align.1.msl 12 12 0
s196.align.1.msl 10 10 0
s197.align.1.msl 2 2 0
s198.align.1.msl 4 6 2
s199.align.1.msl 10 10 0
s200.align.1.msl 4 4 0
s201.align.1.msl 8 8 0
s202.align.1.msl 12 12 0
s203.align.1.msl 10 8 -2
s204.align.1.msl 6 8 2
s205.align.1.msl 6 6 0
s206.align.1.msl 10 8 -2
s207.align.1.msl 6 8 2
s208.align.1.msl 6 6 0
s209.align.1.msl 12 12 0
s210.align.1.msl 16 16 0
s211.align.1.msl 10 8 -2
s212.align.1.msl 12 12 0
s213.align.1.msl 10 8 -2
s214.align.1.msl 12 12 0
s215.align.1.msl 4 4 0
s216.align.1.msl 10 10 0
s217.align.1.msl 8 6 -2
s218.align.1.msl 12 12 0
s219.align.1.msl 4 4 0
s220.align.1.msl 6 6 0
s221.align.1.msl 8 8 0
s222.align.1.msl 10 10 0
s223.align.1.msl 8 8 0
s224.align.1.msl 8 10 2
s225.align.1.msl 8 8 0
s226.align.1.msl 4 6 2
s227.align.1.msl 6 6 0
s228.align.1.msl 6 2 -4
s229.align.1.msl 8 6 -2
s230.align.1.msl 8 10 2
s231.align.1.msl 14 14 0
s232.align.1.msl 6 6 0
s233.align.1.msl 6 6 0
s234.align.1.msl 6 6 0
s235.align.1.msl 10 10 0
s236.align.1.msl 8 10 2
s237.align.1.msl 6 6 0
s238.align.1.msl 6 6 0
s239.align.1.msl 2 4 2
s240.align.1.msl 4 4 0
s241.align.1.msl 6 6 0
s242.align.1.msl 8 6 -2
s243.align.1.msl 8 8 0
s244.align.1.msl 2 2 0
s245.align.1.msl 2 2 0
s246.align.1.msl 18 18 0
s247.align.1.msl 4 4 0
s248.align.1.msl 6 6 0
s249.align.1.msl 8 8 0
s250.align.1.msl 10 10 0
s251.align.1.msl 10 10 0
s252.align.1.msl 16 16 0
s253.align.1.msl 18 18 0
s254.align.1.msl 8 8 0
s255.align.1.msl 8 8 0
s256.align.1.msl 6 6 0
s257.align.1.msl 8 8 0
s258.align.1.msl 6 6 0
s259.align.1.msl 4 4 0
s260.align.1.msl 6 6 0
s261.align.1.msl 2 2 0
s262.align.1.msl 16 16 0
s263.align.1.msl 6 6 0
s264.align.1.msl 6 6 0
s265.align.1.msl 6 6 0
s266.align.1.msl 8 8 0
s267.align.1.msl 6 6 0
s268.align.1.msl 2 2 0
s269.align.1.msl 12 12 0
s270.align.1.msl 10 10 0
s271.align.1.msl 10 10 0
s272.align.1.msl 4 4 0
s273.align.1.msl 8 8 0
s274.align.1.msl 8 6 -2
s275.align.1.msl 4 4 0
s276.align.1.msl 8 8 0
s277.align.1.msl 6 6 0
s278.align.1.msl 12 12 0
s279.align.1.msl 6 6 0
s280.align.1.msl 10 10 0
s281.align.1.msl 10 10 0
s282.align.1.msl 4 4 0
s283.align.1.msl 12 12 0
s284.align.1.msl 10 10 0
s285.align.1.msl 8 8 0
s286.align.1.msl 8 8 0
s287.align.1.msl 10 10 0
s288.align.1.msl 12 12 0
s289.align.1.msl 6 6 0
s290.align.1.msl 4 4 0
s291.align.1.msl 10 10 0
s292.align.1.msl 8 8 0
s293.align.1.msl 8 8 0
s294.align.1.msl 6 6 0
s295.align.1.msl 4 6 2
s296.align.1.msl 12 12 0
s297.align.1.msl 10 10 0
s298.align.1.msl 18 18 0
s299.align.1.msl 10 10 0
s300.align.1.msl 8 8 0
